Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
162,?,yellow,narrow,enlarging,?,poisonous,1,brown,several,anise,No,?,silky,fibrous,gray,brown,partial,brown,4.068351105764734,3/9/2023,3/1/2023,5,C
163,bell,white,narrow,enlarging,leaves,poisonous,2,orange,solitary,creosote,Yes,none,silky,smooth,pink,?,universal,orange,3.036203613381283,5/10/2023,5/2/2023,20,C
?,sunken,white,broad,tapering,grasses,edible,9,white,solitary,almond,Yes,none,fibrous,fibrous,white,pink,universal,white,?,1/6/2023,1/4/2023,23,C
165,flat,brown,broad,tapering,urban,edible,3,brown,abundant,almond,No,pendant,silky,silky,orange,brown,universal,yellow,4.096379386,5/11/2023,5/5/2023,5,C
166,sunken,red,narrow,enlarging,grasses,poisonous,3,brown,numerous,foul,No,flaring,scaly,smooth,brown,gray,partial,brown,1.0002068277215281,5/10/2022,5/2/2022,8,C
167,sunken,yellow,narrow,enlarging,leaves,poisonous,8,?,?,almond,Yes,none,fibrous,fibrous,pink,white,universal,brown,1.2205284832789074,1/13/2023,1/5/2023,4,C
168,conical,yellow,broad,?,urban,poisonous,3,brown,numerous,musty,No,pendant,fibrous,scaly,pink,orange,partial,orange,2.9795554357523697,5/7/2023,5/2/2023,10,C
169,conical,yellow,narrow,enlarging,grasses,poisonous,1,yellow,numerous,?,No,evanescent,scaly,scaly,pink,pink,partial,?,1.6217669298669095,2/10/2023,2/4/2023,25,C
170,bell,gray,broad,?,grasses,edible,1,brown,abundant,musty,No,evanescent,scaly,fibrous,white,pink,universal,yellow,3.482023810496885,4/7/2023,4/3/2023,28,C
171,bell,brown,narrow,enlarging,paths,poisonous,3,?,abundant,musty,No,none,smooth,smooth,brown,gray,partial,orange,0.9195970654821654,1/10/2023,1/4/2023,1,C
172,convex,red,broad,tapering,urban,edible,9,brown,?,?,Yes,none,silky,silky,pink,pink,?,yellow,3.356904377517381,4/6/2023,4/4/2023,5,C
173,conical,red,broad,tapering,urban,edible,4,black,abundant,creosote,No,pendant,fibrous,fibrous,pink,pink,universal,white,2.6492408964522447,2/4/2023,2/1/2023,9,C
174,bell,gray,broad,tapering,paths,poisonous,10,brown,numerous,anise,Yes,flaring,scaly,silky,white,gray,universal,white,3.795885722,3/10/2020,3/4/2020,13,C
175,flat,yellow,broad,enlarging,woods,poisonous,5,black,numerous,anise,No,evanescent,scaly,smooth,orange,white,partial,brown,4.035629887612247,1/4/2023,1/2/2023,20,C
176,bell,red,?,tapering,?,edible,9,brown,numerous,anise,No,pendant,silky,fibrous,?,brown,universal,brown,4.292324981712861,1/2/2023,1/1/2023,17,C
177,?,red,narrow,?,urban,edible,3,white,solitary,creosote,Yes,pendant,fibrous,silky,pink,?,partial,brown,1.9621747965625427,1/4/2023,1/1/2023,16,C
?,flat,gray,narrow,enlarging,?,poisonous,4,orange,several,creosote,No,evanescent,silky,scaly,brown,brown,universal,white,2.469197584742629,2/12/2023,2/4/2023,13,C
179,flat,white,narrow,?,urban,poisonous,3,yellow,scattered,anise,No,evanescent,smooth,fibrous,pink,gray,partial,brown,2.323495175429849,5/1/2020,5/1/2020,10,C
?,flat,yellow,narrow,tapering,leaves,edible,3,black,numerous,creosote,Yes,pendant,fibrous,scaly,brown,white,partial,brown,4.5775702908053715,1/10/2023,1/3/2023,8,C
181,?,brown,narrow,tapering,paths,poisonous,1,brown,abundant,almond,No,?,silky,fibrous,orange,orange,partial,orange,?,4/6/2023,4/1/2023,17,C
182,flat,yellow,narrow,tapering,paths,poisonous,5,brown,numerous,creosote,Yes,none,scaly,fibrous,gray,brown,partial,white,1.1724222196533014,5/11/2023,5/5/2023,4,C
183,conical,gray,narrow,tapering,?,edible,2,black,scattered,foul,Yes,none,scaly,smooth,pink,white,universal,orange,4.902910422,3/6/2023,3/5/2023,27,C
184,sunken,brown,narrow,enlarging,leaves,poisonous,5,brown,solitary,?,No,evanescent,scaly,silky,white,brown,universal,yellow,3.4209833597082553,5/6/2023,5/2/2023,15,C
?,bell,brown,narrow,tapering,urban,poisonous,5,black,?,musty,Yes,evanescent,silky,smooth,brown,gray,universal,yellow,3.4529686174942635,2/2/2023,2/1/2023,9,C
186,?,yellow,narrow,tapering,?,edible,8,brown,abundant,anise,?,evanescent,fibrous,smooth,pink,orange,universal,yellow,3.3454418861781523,2/5/2022,2/3/2022,10,C
?,flat,gray,narrow,?,leaves,edible,5,?,abundant,almond,Yes,evanescent,fibrous,smooth,pink,gray,universal,white,2.1410498525046915,2/4/2023,2/3/2023,18,C
188,flat,gray,broad,tapering,urban,poisonous,4,white,numerous,anise,Yes,none,silky,scaly,?,brown,universal,brown,1.8321782594529927,5/4/2023,5/2/2023,2,C
189,convex,gray,narrow,tapering,paths,edible,3,?,numerous,almond,No,evanescent,scaly,?,orange,gray,universal,orange,2.3866085075479564,2/11/2023,2/2/2023,2,C
190,conical,gray,narrow,enlarging,woods,edible,9,orange,several,creosote,No,evanescent,silky,scaly,brown,pink,universal,white,3.6273860528108117,3/10/2023,3/1/2023,20,C
191,convex,yellow,broad,enlarging,urban,poisonous,2,orange,numerous,foul,?,evanescent,fibrous,fibrous,white,gray,partial,orange,1.617495704594143,1/13/2023,1/5/2023,22,C
192,sunken,?,narrow,tapering,paths,poisonous,2,black,solitary,creosote,?,none,scaly,scaly,gray,orange,partial,white,0.5196693071398482,3/11/2023,3/3/2023,1,C
193,convex,?,narrow,enlarging,leaves,edible,7,black,solitary,musty,No,flaring,smooth,?,gray,white,universal,orange,1.6550145348116954,5/11/2022,5/2/2022,1,C
194,sunken,white,broad,tapering,?,edible,6,orange,scattered,creosote,Yes,flaring,fibrous,scaly,?,gray,partial,white,2.1637257148123465,2/13/2023,2/4/2023,0,C
195,bell,gray,narrow,tapering,?,poisonous,10,orange,solitary,?,Yes,pendant,silky,scaly,brown,brown,?,brown,4.1507533135123555,2/9/2022,2/4/2022,3,C
196,flat,red,narrow,tapering,grasses,edible,10,white,several,creosote,Yes,evanescent,scaly,fibrous,pink,orange,partial,white,2.030492153859477,5/7/2023,5/4/2023,5,C
197,flat,red,narrow,enlarging,woods,poisonous,4,black,solitary,creosote,Yes,evanescent,scaly,?,white,orange,partial,orange,1.9983518289755873,5/6/2023,5/3/2023,22,C
198,sunken,yellow,narrow,tapering,grasses,poisonous,1,orange,numerous,musty,Yes,flaring,fibrous,smooth,brown,orange,universal,white,1.067311580202458,2/10/2023,2/1/2023,17,C
199,conical,gray,broad,tapering,paths,poisonous,3,orange,numerous,anise,No,evanescent,fibrous,smooth,orange,gray,?,yellow,2.3355046693616126,4/3/2023,4/3/2023,14,C
200,conical,brown,narrow,?,urban,edible,1,brown,solitary,almond,Yes,evanescent,smooth,?,orange,brown,partial,yellow,3.675617568,2/10/2023,2/3/2023,28,C
?,conical,gray,narrow,tapering,woods,edible,3,orange,?,foul,Yes,none,fibrous,scaly,pink,white,universal,yellow,2.429167568905475,5/4/2022,5/3/2022,27,C
202,sunken,red,broad,enlarging,urban,poisonous,1,yellow,?,creosote,No,none,scaly,smooth,?,pink,partial,white,2.7487507778621136,4/10/2023,4/5/2023,4,C
203,conical,?,broad,?,urban,edible,4,yellow,several,?,No,none,scaly,scaly,white,?,partial,white,2.692798565750729,4/8/2023,4/2/2023,5,C
204,conical,?,narrow,enlarging,woods,poisonous,1,white,numerous,?,?,evanescent,?,silky,brown,orange,universal,?,2.9252010749706483,1/10/2023,1/5/2023,20,C
205,conical,brown,narrow,enlarging,woods,poisonous,5,white,solitary,almond,No,?,fibrous,scaly,brown,gray,partial,brown,4.109045323168777,4/4/2023,4/3/2023,28,C
206,bell,white,?,?,leaves,poisonous,3,brown,several,almond,No,?,silky,smooth,brown,gray,universal,brown,1.9022604797273406,2/6/2023,2/5/2023,24,C
?,bell,brown,narrow,?,?,poisonous,4,black,scattered,musty,Yes,?,smooth,?,gray,orange,partial,yellow,4.0711348315607285,3/7/2023,3/4/2023,27,C
208,flat,yellow,narrow,enlarging,leaves,?,3,brown,numerous,foul,Yes,none,scaly,smooth,?,orange,universal,orange,?,4/10/2023,4/2/2023,16,C
209,convex,?,narrow,?,grasses,poisonous,3,white,solitary,anise,Yes,evanescent,scaly,smooth,white,white,partial,orange,1.116043077384783,1/11/2023,1/4/2023,8,C
210,sunken,red,?,tapering,?,poisonous,8,white,several,musty,No,evanescent,fibrous,fibrous,gray,orange,partial,yellow,2.344741380663333,1/9/2022,1/4/2022,16,C
211,bell,white,narrow,tapering,grasses,poisonous,8,brown,solitary,musty,?,evanescent,smooth,scaly,gray,orange,partial,white,4.937737821508853,5/6/2023,5/2/2023,25,C
212,conical,gray,broad,enlarging,urban,poisonous,6,?,numerous,almond,No,flaring,fibrous,scaly,pink,gray,universal,yellow,3.094512606071582,5/7/2023,5/5/2023,27,C
?,?,?,broad,enlarging,paths,poisonous,3,black,?,musty,No,evanescent,scaly,scaly,pink,white,partial,brown,3.2027271112630062,3/7/2023,3/1/2023,25,C
214,convex,?,narrow,tapering,urban,edible,2,brown,numerous,anise,Yes,pendant,fibrous,smooth,brown,brown,partial,?,1.682838272695868,3/5/2020,3/2/2020,0,C
215,conical,yellow,broad,?,grasses,poisonous,4,brown,?,foul,Yes,evanescent,silky,smooth,?,orange,?,white,4.205662573499751,2/7/2023,2/1/2023,2,C
216,convex,white,narrow,enlarging,paths,?,6,yellow,numerous,?,No,evanescent,silky,?,?,pink,partial,orange,0.6591454195346155,5/4/2023,5/4/2023,22,C
217,convex,white,narrow,enlarging,woods,poisonous,4,yellow,abundant,almond,Yes,?,scaly,scaly,brown,gray,universal,brown,2.837968649720732,1/10/2023,1/2/2023,24,C
218,flat,brown,broad,enlarging,?,poisonous,1,white,numerous,foul,No,pendant,?,scaly,brown,?,universal,yellow,3.6242641422021102,2/12/2023,2/4/2023,17,C
219,sunken,white,narrow,tapering,paths,edible,3,orange,abundant,anise,No,pendant,silky,fibrous,white,orange,?,yellow,4.2116442292845555,3/1/2020,3/1/2020,4,C
220,sunken,?,broad,enlarging,?,edible,9,brown,scattered,creosote,No,flaring,?,silky,gray,white,?,orange,?,4/6/2023,4/5/2023,14,C
221,sunken,?,broad,enlarging,leaves,edible,2,brown,scattered,anise,No,pendant,?,silky,white,pink,universal,orange,2.1966334823066527,5/13/2023,5/5/2023,18,C
222,sunken,brown,narrow,tapering,paths,?,7,black,?,creosote,No,pendant,fibrous,silky,white,pink,?,orange,3.4731025280336203,1/5/2023,1/1/2023,16,C
223,convex,?,broad,enlarging,woods,edible,6,?,several,musty,No,none,scaly,scaly,pink,gray,?,orange,4.188277078853231,4/5/2023,4/4/2023,25,C
224,conical,red,broad,?,paths,edible,1,white,numerous,creosote,Yes,evanescent,scaly,smooth,pink,orange,?,brown,1.1395265032811515,5/7/2023,5/3/2023,11,C
225,convex,gray,narrow,enlarging,paths,poisonous,?,brown,several,musty,No,evanescent,fibrous,?,white,brown,partial,white,4.819508838716148,2/12/2023,2/4/2023,22,C
226,flat,yellow,broad,?,leaves,poisonous,5,black,numerous,musty,Yes,evanescent,silky,smooth,gray,brown,partial,brown,4.504063909359942,3/7/2023,3/4/2023,20,C
227,convex,white,narrow,tapering,woods,edible,7,brown,?,anise,No,flaring,fibrous,fibrous,brown,?,partial,brown,3.032626342610821,3/4/2023,3/1/2023,27,C
?,conical,?,?,enlarging,paths,poisonous,4,?,abundant,almond,No,?,silky,?,white,brown,universal,orange,1.326837664553947,1/7/2023,1/2/2023,11,C
229,sunken,?,broad,?,?,edible,1,white,scattered,musty,Yes,evanescent,scaly,fibrous,gray,white,partial,brown,3.585433615944736,2/8/2023,2/5/2023,14,C
230,bell,red,narrow,tapering,grasses,poisonous,1,orange,solitary,musty,Yes,evanescent,?,silky,brown,orange,universal,?,1.1735000035115324,3/7/2022,3/5/2022,0,C
231,?,white,narrow,enlarging,woods,edible,6,black,numerous,?,No,flaring,fibrous,fibrous,gray,brown,partial,yellow,3.0390519909452776,4/3/2023,4/3/2023,21,C
232,bell,red,narrow,enlarging,grasses,edible,?,yellow,numerous,musty,No,?,silky,silky,orange,gray,universal,brown,2.185361338928632,5/13/2023,5/5/2023,14,C
233,conical,brown,?,enlarging,grasses,poisonous,4,black,scattered,foul,Yes,pendant,silky,fibrous,?,orange,partial,?,2.0172141495675264,5/4/2023,5/4/2023,19,C
234,conical,gray,narrow,tapering,paths,edible,8,black,?,musty,No,evanescent,fibrous,fibrous,white,orange,partial,?,0.6051370076972977,4/10/2023,4/4/2023,1,C
235,?,white,broad,enlarging,urban,poisonous,8,orange,several,almond,No,pendant,silky,smooth,orange,white,partial,yellow,0.9688254413053541,4/11/2023,4/5/2023,28,C
236,conical,yellow,narrow,enlarging,grasses,edible,8,brown,abundant,?,No,none,scaly,fibrous,pink,?,partial,brown,3.9796651804798446,2/7/2023,2/3/2023,16,C
?,bell,brown,?,tapering,leaves,edible,6,brown,several,foul,Yes,?,scaly,scaly,orange,white,universal,yellow,0.6670679743773987,5/3/2023,5/1/2023,26,C
238,conical,yellow,narrow,tapering,leaves,poisonous,7,brown,abundant,creosote,?,flaring,silky,fibrous,?,white,partial,?,3.394917441334424,4/8/2023,4/4/2023,25,C
239,conical,?,broad,enlarging,?,?,10,white,solitary,almond,Yes,pendant,fibrous,scaly,?,brown,universal,orange,4.622035828083922,4/1/2023,4/1/2023,15,C
240,?,white,narrow,enlarging,woods,poisonous,2,black,numerous,creosote,Yes,flaring,smooth,?,pink,orange,universal,orange,0.6069064447998342,4/5/2023,4/1/2023,7,C
241,convex,?,narrow,?,grasses,poisonous,10,?,?,almond,?,flaring,?,fibrous,gray,white,?,white,3.7458595171727818,3/2/2023,3/2/2023,15,C
242,bell,gray,broad,enlarging,leaves,edible,9,black,?,?,Yes,flaring,scaly,silky,pink,gray,partial,brown,4.802835755299191,4/13/2022,4/5/2022,14,C
243,sunken,white,broad,tapering,leaves,?,4,orange,solitary,almond,?,?,smooth,fibrous,white,pink,?,white,3.5519685632375215,3/4/2023,3/4/2023,14,C
244,flat,brown,broad,tapering,paths,edible,3,orange,solitary,?,No,none,?,silky,gray,brown,partial,white,1.2768955392690586,5/9/2023,5/3/2023,25,C
245,flat,white,narrow,enlarging,woods,edible,2,?,abundant,almond,Yes,pendant,scaly,silky,?,gray,partial,white,0.7511762077542294,2/12/2023,2/4/2023,13,C
246,convex,gray,narrow,enlarging,woods,poisonous,1,yellow,solitary,anise,Yes,none,scaly,silky,?,brown,universal,?,3.128083775323222,2/9/2023,2/2/2023,9,C
247,conical,brown,narrow,enlarging,urban,poisonous,3,orange,scattered,creosote,?,?,silky,?,pink,orange,partial,?,1.4395329999762123,5/5/2023,5/1/2023,23,C
248,?,white,narrow,tapering,paths,?,10,black,?,creosote,No,none,silky,silky,orange,brown,universal,?,1.8920242209151856,1/2/2023,1/1/2023,4,C
249,flat,red,narrow,enlarging,grasses,edible,2,?,several,?,Yes,pendant,fibrous,scaly,?,gray,partial,white,0.6492407065401309,5/2/2023,5/2/2023,0,C
250,?,brown,broad,tapering,woods,poisonous,7,orange,scattered,?,No,evanescent,fibrous,scaly,pink,brown,partial,?,?,2/12/2022,2/4/2022,19,C
251,conical,yellow,narrow,tapering,?,poisonous,2,white,numerous,almond,No,evanescent,silky,silky,orange,white,partial,white,2.6403048561752627,5/8/2023,5/1/2023,16,C
252,?,red,broad,tapering,woods,edible,8,white,several,anise,No,pendant,fibrous,smooth,orange,orange,universal,brown,1.2361540206196917,2/7/2023,2/3/2023,13,C
253,sunken,brown,narrow,tapering,?,edible,5,orange,numerous,anise,No,pendant,scaly,?,pink,gray,universal,yellow,1.0152734534499528,4/2/2023,4/1/2023,6,C
254,convex,?,narrow,enlarging,paths,edible,7,black,abundant,almond,Yes,pendant,fibrous,scaly,?,orange,universal,white,1.3204468583801485,5/6/2023,5/3/2023,25,C
255,sunken,brown,broad,enlarging,grasses,?,10,yellow,abundant,almond,No,none,scaly,fibrous,brown,pink,partial,yellow,0.8324856756668428,4/10/2023,4/2/2023,19,C
256,flat,white,narrow,enlarging,leaves,edible,1,yellow,scattered,foul,Yes,flaring,silky,smooth,pink,brown,?,white,3.4207404171777385,4/5/2023,4/3/2023,23,C
?,bell,gray,narrow,enlarging,leaves,poisonous,?,brown,scattered,almond,Yes,evanescent,smooth,smooth,orange,white,partial,white,3.5864018616789437,3/8/2023,3/5/2023,25,C
258,convex,?,narrow,tapering,urban,poisonous,10,?,abundant,creosote,No,evanescent,scaly,fibrous,orange,orange,universal,orange,3.897091367007491,5/6/2023,5/2/2023,19,C
259,sunken,gray,narrow,enlarging,urban,?,9,black,scattered,musty,No,evanescent,smooth,fibrous,brown,white,universal,?,4.1805391202900495,3/9/2023,3/4/2023,20,C
260,convex,gray,?,enlarging,woods,edible,4,orange,numerous,musty,?,evanescent,scaly,scaly,white,brown,universal,white,?,2/10/2023,2/3/2023,9,C
261,?,gray,broad,enlarging,urban,poisonous,2,white,numerous,foul,No,none,silky,scaly,white,?,universal,?,3.358368954422008,1/7/2023,1/1/2023,21,C
262,conical,brown,broad,enlarging,urban,poisonous,1,yellow,solitary,almond,Yes,?,fibrous,scaly,gray,orange,universal,white,4.275858050782654,5/6/2022,5/2/2022,6,C
263,convex,?,broad,enlarging,leaves,poisonous,5,brown,several,anise,No,evanescent,scaly,silky,orange,gray,partial,brown,3.8328467583895423,5/4/2022,5/2/2022,13,C
264,convex,gray,narrow,?,urban,poisonous,4,yellow,numerous,?,No,none,silky,smooth,brown,brown,universal,orange,1.2089808516275988,3/10/2023,3/4/2023,28,C
265,flat,?,broad,?,woods,poisonous,9,?,abundant,anise,No,none,smooth,silky,pink,pink,partial,yellow,?,3/11/2023,3/3/2023,26,C
266,sunken,white,broad,enlarging,urban,poisonous,5,brown,abundant,?,Yes,none,scaly,smooth,orange,?,partial,brown,4.024384848174391,3/1/2023,3/1/2023,21,C
267,flat,red,?,enlarging,grasses,poisonous,2,orange,numerous,musty,Yes,none,smooth,silky,brown,?,partial,orange,3.242301163525706,2/12/2023,2/4/2023,6,C
268,bell,gray,narrow,enlarging,leaves,poisonous,10,brown,scattered,foul,No,evanescent,fibrous,fibrous,pink,white,partial,yellow,1.0061370656713844,2/5/2023,2/4/2023,0,C
269,convex,gray,broad,?,woods,?,7,white,?,almond,No,evanescent,silky,silky,?,white,universal,yellow,4.325453847775515,4/10/2023,4/4/2023,17,C
270,?,white,narrow,tapering,paths,poisonous,7,yellow,several,almond,No,pendant,smooth,silky,white,?,partial,brown,1.5094909378290722,5/6/2023,5/1/2023,28,C
271,?,yellow,broad,enlarging,paths,poisonous,3,black,numerous,anise,Yes,none,?,scaly,gray,pink,?,orange,?,5/3/2023,5/3/2023,26,C
272,bell,white,broad,tapering,grasses,?,3,brown,abundant,anise,No,pendant,scaly,silky,orange,white,partial,white,1.2182693614066646,1/9/2023,1/5/2023,6,C
273,convex,white,narrow,enlarging,grasses,edible,10,brown,solitary,almond,Yes,none,silky,scaly,brown,brown,partial,white,4.638399212662604,1/13/2023,1/5/2023,10,C
274,flat,?,?,enlarging,urban,edible,2,white,solitary,anise,No,none,scaly,scaly,brown,brown,partial,brown,0.6895567692556552,2/7/2023,2/3/2023,20,C
275,bell,yellow,broad,?,urban,poisonous,4,yellow,?,almond,Yes,flaring,smooth,scaly,orange,white,partial,orange,0.7504398639479264,2/12/2023,2/3/2023,7,C
276,sunken,gray,broad,enlarging,?,poisonous,2,black,abundant,musty,No,none,smooth,?,white,gray,universal,white,3.0165152219433713,3/6/2023,3/2/2023,0,C
277,conical,white,?,enlarging,paths,?,7,?,abundant,?,?,pendant,silky,fibrous,brown,gray,universal,orange,4.480072495743105,1/4/2023,1/1/2023,29,C
?,bell,white,broad,tapering,leaves,poisonous,8,white,numerous,musty,?,none,smooth,?,pink,gray,universal,white,2.799085338,4/7/2023,4/1/2023,5,C
279,conical,?,narrow,tapering,grasses,poisonous,1,orange,numerous,musty,Yes,pendant,scaly,smooth,white,?,partial,brown,?,3/4/2023,3/4/2023,21,C
280,flat,gray,narrow,tapering,grasses,poisonous,9,orange,scattered,musty,No,evanescent,silky,fibrous,pink,white,partial,?,2.500121477013003,4/6/2023,4/1/2023,10,C
281,bell,brown,narrow,enlarging,paths,poisonous,?,yellow,abundant,musty,?,flaring,scaly,smooth,gray,white,universal,white,1.7587772258985026,4/7/2023,4/1/2023,4,C
282,bell,white,narrow,?,urban,edible,?,?,several,almond,Yes,pendant,silky,silky,?,gray,universal,white,2.5431349911340857,5/4/2023,5/1/2023,5,C
283,?,red,broad,?,leaves,poisonous,7,white,?,?,Yes,evanescent,scaly,fibrous,brown,brown,partial,?,0.7436347448826162,5/5/2023,5/1/2023,14,C
?,convex,brown,broad,tapering,leaves,poisonous,9,yellow,numerous,almond,Yes,none,smooth,silky,gray,white,universal,orange,1.787323622,3/4/2023,3/1/2023,16,C
?,conical,brown,broad,tapering,woods,poisonous,6,brown,abundant,creosote,No,pendant,scaly,?,white,brown,universal,white,3.018469083746352,2/10/2023,2/1/2023,6,C
286,convex,yellow,narrow,enlarging,paths,edible,7,brown,solitary,almond,Yes,flaring,?,fibrous,white,white,partial,orange,2.709479993648988,1/5/2023,1/5/2023,4,C
?,convex,brown,narrow,enlarging,urban,edible,7,orange,solitary,almond,No,flaring,smooth,?,gray,gray,universal,white,2.9366317086630707,1/10/2023,1/3/2023,7,C
288,flat,yellow,broad,tapering,urban,edible,8,?,scattered,anise,No,evanescent,smooth,smooth,white,gray,?,brown,?,1/8/2023,1/2/2023,22,C
289,flat,brown,broad,enlarging,leaves,poisonous,?,brown,?,creosote,?,flaring,fibrous,silky,pink,white,partial,brown,4.051786849270145,1/11/2023,1/3/2023,5,C
290,sunken,yellow,broad,enlarging,leaves,edible,7,?,several,foul,No,evanescent,scaly,?,brown,?,partial,orange,4.5079885383230405,2/7/2023,2/2/2023,15,C
?,bell,white,narrow,tapering,urban,edible,4,?,several,almond,Yes,flaring,scaly,scaly,?,pink,?,white,4.700895511759967,5/10/2023,5/5/2023,13,C
292,sunken,brown,broad,enlarging,leaves,poisonous,?,black,numerous,anise,Yes,pendant,smooth,silky,?,?,universal,yellow,0.7796277798789149,4/3/2023,4/1/2023,0,C
293,conical,yellow,broad,enlarging,paths,poisonous,3,brown,?,almond,No,?,silky,smooth,white,white,universal,white,1.370820568340022,3/4/2023,3/3/2023,13,C
294,?,red,narrow,enlarging,?,poisonous,2,black,?,foul,No,none,scaly,scaly,orange,white,partial,orange,1.2145074130472757,4/10/2023,4/5/2023,28,C
295,?,yellow,broad,enlarging,grasses,poisonous,10,brown,solitary,?,Yes,flaring,fibrous,silky,pink,white,universal,orange,3.4710520977786854,2/7/2023,2/1/2023,13,C
296,?,brown,broad,enlarging,grasses,edible,9,black,abundant,musty,No,pendant,silky,smooth,brown,orange,partial,yellow,4.2376765580598805,3/4/2023,3/1/2023,3,C
297,conical,brown,broad,enlarging,leaves,?,7,black,?,foul,Yes,evanescent,smooth,scaly,brown,pink,partial,white,3.862807976761916,1/11/2023,1/4/2023,17,C
298,conical,brown,broad,tapering,?,poisonous,6,black,numerous,musty,Yes,none,silky,silky,orange,?,universal,orange,0.61606448,5/1/2023,5/1/2023,6,C
299,bell,brown,narrow,?,urban,poisonous,?,black,numerous,foul,Yes,flaring,smooth,silky,brown,orange,universal,yellow,0.8561762676673254,1/8/2023,1/5/2023,25,C
300,conical,white,narrow,tapering,paths,poisonous,1,yellow,abundant,almond,No,pendant,fibrous,?,gray,orange,partial,white,4.985730217794699,3/5/2023,3/1/2023,21,C
301,convex,red,broad,enlarging,paths,edible,5,orange,several,?,Yes,none,scaly,scaly,pink,gray,universal,?,2.3962480119778276,2/7/2023,2/2/2023,17,C
302,sunken,brown,broad,?,urban,edible,10,yellow,abundant,foul,No,?,silky,scaly,white,gray,partial,white,?,3/2/2023,3/1/2023,18,C
303,?,yellow,broad,tapering,paths,poisonous,?,black,?,anise,No,flaring,?,scaly,orange,gray,universal,yellow,0.7385716256269472,3/7/2021,3/5/2021,10,C
304,conical,?,narrow,tapering,urban,poisonous,5,brown,scattered,creosote,Yes,evanescent,scaly,?,brown,pink,universal,yellow,1.8101132002777465,2/7/2023,2/1/2023,25,C
305,?,gray,?,tapering,leaves,poisonous,5,white,scattered,musty,No,none,scaly,smooth,?,pink,partial,white,2.3718077143028227,2/6/2023,2/3/2023,7,C
306,sunken,white,broad,enlarging,paths,edible,1,yellow,several,almond,No,none,silky,fibrous,white,pink,universal,orange,2.38588806,4/5/2022,4/1/2022,29,C
307,?,brown,narrow,enlarging,paths,edible,8,orange,abundant,?,No,none,fibrous,silky,orange,brown,?,yellow,2.7647124387931403,4/11/2023,4/3/2023,17,C
308,bell,red,broad,tapering,urban,edible,7,yellow,abundant,creosote,Yes,evanescent,fibrous,fibrous,white,?,partial,brown,1.9581978553391537,5/13/2023,5/4/2023,20,C
?,sunken,brown,broad,tapering,paths,poisonous,7,black,abundant,almond,No,flaring,silky,silky,pink,gray,universal,white,3.8329323974600173,3/6/2022,3/1/2022,11,C
310,convex,brown,broad,enlarging,grasses,edible,?,black,numerous,musty,Yes,pendant,silky,scaly,orange,gray,universal,white,1.7183827996985102,2/10/2023,2/4/2023,11,C
311,sunken,yellow,narrow,tapering,urban,edible,5,orange,scattered,creosote,No,none,scaly,scaly,pink,white,universal,?,2.337583441727863,4/5/2022,4/1/2022,29,C
?,?,yellow,broad,tapering,grasses,edible,10,black,numerous,foul,No,evanescent,fibrous,silky,white,orange,partial,white,4.300891291762939,4/11/2023,4/2/2023,21,C
313,sunken,brown,broad,tapering,paths,edible,4,orange,abundant,musty,No,pendant,fibrous,smooth,pink,brown,universal,?,2.3763018599385846,4/5/2023,4/1/2023,5,C
314,conical,yellow,broad,tapering,urban,edible,4,white,abundant,creosote,Yes,pendant,?,smooth,gray,orange,universal,orange,3.616746784736366,3/6/2020,3/1/2020,28,C
315,?,brown,narrow,enlarging,woods,poisonous,?,black,?,creosote,No,evanescent,silky,smooth,pink,orange,universal,yellow,0.5875361927620746,3/8/2021,3/3/2021,0,C
316,?,brown,narrow,enlarging,woods,edible,7,brown,?,almond,Yes,?,silky,scaly,?,white,universal,orange,2.4196412972176398,3/11/2022,3/4/2022,3,C
317,bell,brown,narrow,enlarging,leaves,poisonous,6,yellow,scattered,almond,No,?,?,?,?,brown,universal,orange,4.236417001326645,2/11/2023,2/4/2023,27,C
318,conical,gray,narrow,tapering,paths,poisonous,?,brown,numerous,almond,No,flaring,scaly,silky,orange,pink,partial,?,1.6937123088525472,1/13/2023,1/4/2023,23,C
319,sunken,yellow,broad,tapering,woods,poisonous,5,white,several,?,Yes,none,silky,smooth,gray,orange,partial,brown,1.2003417285269884,5/6/2023,5/1/2023,26,C
320,conical,yellow,broad,tapering,grasses,poisonous,10,?,solitary,?,No,flaring,fibrous,smooth,orange,orange,universal,?,3.324322314238647,4/5/2023,4/3/2023,16,C
321,conical,brown,broad,tapering,woods,poisonous,7,yellow,scattered,creosote,?,?,smooth,silky,pink,gray,universal,?,4.625671406645799,5/9/2023,5/3/2023,18,C
322,sunken,brown,broad,enlarging,woods,poisonous,3,yellow,solitary,anise,No,pendant,silky,fibrous,gray,?,partial,orange,4.996957079,2/11/2023,2/3/2023,29,C
?,sunken,gray,narrow,enlarging,?,edible,8,yellow,solitary,creosote,?,?,scaly,silky,orange,brown,universal,yellow,1.2959781596663758,5/5/2023,5/5/2023,4,C
